index,Date_Heure,Pression au niveau mer,Variation de pression en 3 heures,Type de tendance barométrique,Direction du vent moyen 10 mn,Vitesse du vent moyen 10 mn,Température,Point de rosée,Humidité,Visibilité horizontale,Temps présent,Pression station,Rafales sur une période,Periode de mesure de la rafale,Précipitations dans la dernière heure,Précipitations dans les 3 dernières heures,Température (°C),consommation,datehour,datemonth
58532,2016-06-04 05:00:00,101350.0,-70.0,5.0,330.0,1.7,285.35,283.45,88.0,30000.0,2.0,101250.0,3.2,-10.0,0.0,0.0,12.200000000000044,24856.0,5,6
28629,2016-06-04 08:00:00,101410.0,60.0,3.0,300.0,3.3,285.25,282.65,84.0,60000.0,2.0,101310.0,3.8,-10.0,0.0,0.0,12.100000000000025,29446.0,8,6
97373,2016-06-04 11:00:00,101510.0,100.0,1.0,320.0,3.8,289.65,282.85,64.0,60000.0,1.0,101410.0,5.5,-10.0,0.0,0.0,16.5,26361.0,11,6
97381,2016-06-04 14:00:00,101340.0,-160.0,6.0,360.0,4.9,294.15,278.85,37.0,60000.0,1.0,101250.0,8.4,-10.0,0.0,0.0,21.0,31748.0,14,6
148909,2016-06-04 17:00:00,101150.0,-190.0,6.0,300.0,5.0,295.65,279.45,35.0,60000.0,2.0,101060.0,7.8,-10.0,0.0,0.0,22.5,26623.0,17,6
148915,2016-06-04 20:00:00,101150.0,0.0,5.0,310.0,6.8,291.85,277.95,40.0,19500.0,2.0,101060.0,12.0,-10.0,0.0,0.0,18.700000000000045,25928.0,20,6
58575,2016-06-04 23:00:00,101380.0,220.0,2.0,310.0,4.8,287.65,277.35,50.0,60000.0,2.0,101280.0,9.0,-10.0,0.0,0.0,14.5,26986.0,23,6
98305,2016-06-05 02:00:00,101830.0,-30.0,8.0,120.0,1.5,286.55,283.55,82.0,18000.0,0.0,101730.0,3.1,-10.0,,0.0,13.400000000000034,18243.0,2,6
98315,2016-06-05 05:00:00,101720.0,-110.0,8.0,10.0,2.7,283.25,281.35,88.0,13000.0,2.0,101620.0,4.1,-10.0,0.0,0.0,10.100000000000025,17431.0,5,6
17438,2016-06-05 08:00:00,101730.0,10.0,3.0,10.0,2.9,285.55,282.55,82.0,15590.0,0.0,101630.0,4.1,-10.0,0.0,0.0,12.400000000000034,20756.0,8,6
120169,2016-06-05 11:00:00,101680.0,-40.0,8.0,130.0,7.0,291.65,283.75,60.0,19900.0,3.0,101590.0,9.7,-10.0,0.0,0.0,18.5,22807.0,11,6
110446,2016-06-05 14:00:00,101630.0,-50.0,8.0,150.0,7.1,292.15,284.25,60.0,19290.0,0.0,101540.0,10.3,-10.0,0.0,0.0,19.0,21656.0,14,6
110457,2016-06-05 17:00:00,101470.0,-160.0,8.0,160.0,8.6,291.25,284.05,63.0,20000.0,1.0,101380.0,11.7,-10.0,0.0,0.0,18.100000000000023,20077.0,17,6
98339,2016-06-05 20:00:00,101380.0,-100.0,6.0,160.0,5.5,289.35,284.55,73.0,20000.0,2.0,101280.0,9.7,-10.0,0.0,0.0,16.200000000000045,21063.0,20,6
120195,2016-06-05 23:00:00,101430.0,50.0,3.0,130.0,3.5,287.95,285.65,86.0,15000.0,1.0,101330.0,4.9,-10.0,0.0,-0.1,14.800000000000011,22482.0,23,6
23223,2016-06-06 02:00:00,101720.0,50.0,1.0,10.0,2.5,290.65,287.35,81.0,40370.0,0.0,101630.0,4.0,-10.0,0.0,0.0,17.5,16775.0,2,6
18174,2016-06-06 05:00:00,101660.0,-70.0,6.0,10.0,2.5,289.05,285.65,80.0,50000.0,2.0,101560.0,3.2,-10.0,0.0,0.0,15.900000000000034,16197.0,5,6
18213,2016-06-06 08:00:00,101780.0,130.0,3.0,360.0,1.5,291.95,286.15,69.0,50000.0,1.0,101690.0,2.6,-10.0,,0.0,18.80000000000001,21150.0,8,6
99332,2016-06-06 11:00:00,101790.0,10.0,0.0,110.0,3.2,298.75,288.15,52.0,50000.0,1.0,101700.0,5.3,-10.0,0.0,0.0,25.600000000000023,23378.0,11,6
135826,2016-06-06 14:00:00,101830.0,40.0,1.0,190.0,4.6,297.85,289.25,59.0,50000.0,1.0,101740.0,6.5,-10.0,0.0,0.0,24.700000000000045,23387.0,14,6
13258,2016-06-06 17:00:00,101810.0,-20.0,5.0,200.0,4.6,296.75,288.75,61.0,40000.0,2.0,101720.0,7.7,-10.0,0.0,0.0,23.600000000000023,21813.0,17,6
99363,2016-06-06 20:00:00,101880.0,70.0,3.0,220.0,5.3,293.75,289.55,77.0,39970.0,3.0,101790.0,7.3,-10.0,0.0,0.0,20.600000000000023,21013.0,20,6
12967,2016-06-06 23:00:00,101940.0,60.0,1.0,260.0,0.9,292.75,287.75,73.0,41140.0,3.0,101850.0,3.5,-10.0,0.0,0.0,19.600000000000023,21417.0,23,6
11631,2016-06-07 02:00:00,101740.0,50.0,1.0,320.0,1.9,297.75,286.05,48.0,60000.0,0.0,101650.0,3.5,-10.0,0.0,0.0,24.600000000000023,19316.0,2,6
11640,2016-06-07 05:00:00,101770.0,30.0,1.0,360.0,4.3,294.35,287.55,65.0,60000.0,2.0,101680.0,6.0,-10.0,0.0,0.0,21.200000000000045,18646.0,5,6
115666,2016-06-07 08:00:00,101840.0,70.0,3.0,350.0,2.9,296.35,286.25,53.0,30370.0,2.0,101750.0,5.1,-10.0,0.0,0.0,23.200000000000045,23382.0,8,6
11646,2016-06-07 11:00:00,101820.0,-20.0,8.0,360.0,3.7,301.25,283.45,33.0,19430.0,2.0,101730.0,8.7,-10.0,0.0,0.0,28.100000000000023,26993.0,11,6
11653,2016-06-07 14:00:00,101740.0,-80.0,7.0,180.0,4.2,302.45,285.45,35.0,59920.0,2.0,101650.0,6.7,-10.0,0.0,0.0,29.30000000000001,27364.0,14,6
11657,2016-06-07 17:00:00,101550.0,-190.0,7.0,200.0,4.4,303.45,286.25,35.0,33050.0,2.0,101460.0,7.7,-10.0,0.0,0.0,30.30000000000001,26051.0,17,6
112143,2016-06-07 20:00:00,101520.0,-30.0,5.0,220.0,1.8,303.65,286.45,35.0,43330.0,2.0,101430.0,4.3,-10.0,0.0,0.0,30.5,24538.0,20,6
112666,2016-06-07 23:00:00,101730.0,210.0,3.0,10.0,1.2,299.55,285.25,41.0,60000.0,2.0,101640.0,4.3,-10.0,0.0,0.0,26.40000000000004,24317.0,23,6
19677,2016-06-08 02:00:00,102290.0,110.0,1.0,280.0,2.0,293.25,281.55,47.0,60000.0,0.0,102200.0,4.5,-10.0,0.0,0.0,20.100000000000023,18189.0,2,6
157372,2016-06-08 05:00:00,102210.0,-80.0,8.0,340.0,5.2,292.65,281.65,49.0,60000.0,2.0,102120.0,8.1,-10.0,0.0,0.0,19.5,16654.0,5,6
93898,2016-06-08 08:00:00,102240.0,30.0,3.0,270.0,3.5,292.85,282.15,50.0,60000.0,2.0,102150.0,4.6,-10.0,0.0,0.0,19.700000000000045,19029.0,8,6
99257,2016-06-08 11:00:00,102270.0,30.0,1.0,360.0,6.8,298.85,280.95,32.0,49410.0,1.0,102180.0,12.0,-10.0,0.0,0.0,25.700000000000045,22879.0,11,6
157150,2016-06-08 14:00:00,102170.0,-100.0,8.0,10.0,8.0,302.45,280.95,26.0,44930.0,3.0,102080.0,12.6,-10.0,0.0,0.0,29.30000000000001,22722.0,14,6
157159,2016-06-08 17:00:00,102090.0,-80.0,8.0,20.0,6.4,304.05,281.75,25.0,47350.0,1.0,102000.0,10.6,-10.0,0.0,0.0,30.90000000000004,21835.0,17,6
18687,2016-06-08 20:00:00,102150.0,60.0,3.0,20.0,7.2,301.75,282.45,30.0,57280.0,2.0,102060.0,12.7,-10.0,0.0,0.0,28.600000000000023,21764.0,20,6
18693,2016-06-08 23:00:00,102360.0,210.0,2.0,10.0,6.5,298.35,282.25,36.0,60000.0,2.0,102270.0,10.6,-10.0,0.0,0.0,25.200000000000045,22546.0,23,6
11510,2016-06-09 02:00:00,101980.0,30.0,0.0,360.0,3.6,296.65,288.65,61.0,60000.0,0.0,101890.0,7.5,-10.0,0.0,0.0,23.5,19088.0,2,6
19341,2016-06-09 05:00:00,101870.0,-110.0,8.0,320.0,4.5,296.45,288.55,61.0,60000.0,2.0,101780.0,7.5,-10.0,0.0,0.0,23.30000000000001,19253.0,5,6
28226,2016-06-09 08:00:00,101900.0,30.0,3.0,50.0,2.9,296.15,289.25,65.0,50000.0,2.0,101810.0,7.1,-10.0,0.0,0.0,23.0,24164.0,8,6
11531,2016-06-09 11:00:00,101820.0,-80.0,8.0,30.0,7.9,302.45,288.25,42.0,50000.0,2.0,101730.0,14.7,-10.0,0.0,0.0,29.30000000000001,27770.0,11,6
113745,2016-06-09 14:00:00,101690.0,-130.0,8.0,40.0,6.6,305.35,287.05,33.0,36420.0,2.0,101600.0,11.7,-10.0,0.0,0.0,32.200000000000045,28497.0,14,6
113752,2016-06-09 17:00:00,101480.0,-210.0,6.0,30.0,7.2,307.55,285.85,27.0,50000.0,2.0,101390.0,12.7,-10.0,0.0,0.0,34.400000000000034,27339.0,17,6
113759,2016-06-09 20:00:00,101460.0,-20.0,5.0,240.0,5.2,300.25,287.65,46.0,40000.0,2.0,101370.0,7.4,-10.0,0.0,0.0,27.100000000000023,25819.0,20,6
19374,2016-06-09 23:00:00,101560.0,100.0,1.0,360.0,3.9,298.45,281.45,34.0,30000.0,2.0,101470.0,8.4,-10.0,0.0,0.0,25.30000000000001,23816.0,23,6
35743,2016-06-10 02:00:00,101480.0,-40.0,5.0,40.0,1.8,287.35,282.35,72.0,59120.0,0.0,101380.0,2.8,-10.0,0.0,0.0,14.200000000000044,17678.0,2,6
60107,2016-06-10 05:00:00,101370.0,-110.0,8.0,10.0,3.5,285.95,281.25,73.0,25000.0,3.0,101270.0,5.4,-10.0,0.0,0.0,12.800000000000011,17818.0,5,6
149857,2016-06-10 08:00:00,101360.0,-10.0,7.0,360.0,2.2,285.55,280.05,69.0,40000.0,1.0,101260.0,4.4,-10.0,0.0,0.0,12.400000000000034,23052.0,8,6
31965,2016-06-10 11:00:00,101360.0,0.0,5.0,20.0,4.4,288.25,278.75,53.0,51190.0,3.0,101260.0,8.1,-10.0,0.0,0.0,15.100000000000025,25390.0,11,6
916,2016-06-10 14:00:00,101310.0,-50.0,8.0,20.0,3.0,288.65,278.55,51.0,20000.0,3.0,101210.0,5.5,-10.0,0.0,0.0,15.5,24343.0,14,6
149869,2016-06-10 17:00:00,101170.0,-130.0,6.0,80.0,3.7,289.65,280.35,54.0,20000.0,1.0,101080.0,6.1,-10.0,0.0,0.0,16.5,22637.0,17,6
62328,2016-06-10 20:00:00,101280.0,100.0,3.0,40.0,2.7,286.85,284.55,86.0,15000.0,29.0,101180.0,4.3,-10.0,0.2,1.6,13.700000000000044,23268.0,20,6
562,2016-06-10 23:00:00,101410.0,130.0,1.0,10.0,1.7,284.35,282.95,91.0,15000.0,1.0,101310.0,3.4,-10.0,0.0,-0.1,11.200000000000044,22079.0,23,6
96085,2016-06-11 01:00:00,100410.0,0.0,0.0,270.0,3.4,285.55,278.95,64.0,60000.0,0.0,100310.0,10.2,-10.0,0.0,0.0,12.400000000000034,26008.0,1,6
39388,2016-06-11 04:00:00,100350.0,-60.0,7.0,290.0,3.2,285.45,278.15,61.0,60000.0,1.0,100250.0,4.6,-10.0,0.0,0.0,12.300000000000011,22252.0,4,6
149614,2016-06-11 07:00:00,100400.0,50.0,3.0,290.0,4.8,283.75,277.45,65.0,30000.0,1.0,100300.0,6.9,-10.0,0.0,0.0,10.600000000000025,20741.0,7,6
119556,2016-06-11 10:00:00,100520.0,120.0,1.0,290.0,7.0,285.15,275.55,52.0,60000.0,1.0,100420.0,9.8,-10.0,0.0,0.0,12.0,23171.0,10,6
147984,2016-06-11 13:00:00,100520.0,0.0,0.0,320.0,5.4,287.65,273.15,37.0,43410.0,1.0,100420.0,10.5,-10.0,0.0,0.0,14.5,25340.0,13,6
118139,2016-06-11 16:00:00,100510.0,-10.0,6.0,290.0,7.1,287.25,273.85,40.0,52380.0,2.0,100410.0,10.1,-10.0,0.0,0.0,14.100000000000025,24464.0,16,6
61237,2016-06-11 19:00:00,100710.0,200.0,3.0,290.0,5.4,283.45,275.75,59.0,30000.0,1.0,100610.0,8.9,-10.0,0.0,0.0,10.300000000000011,25987.0,19,6
94629,2016-06-11 22:00:00,100800.0,90.0,1.0,300.0,3.2,281.05,276.35,72.0,30000.0,3.0,100700.0,4.9,-10.0,0.0,0.0,7.900000000000034,28039.0,22,6
125223,2016-06-12 01:00:00,102620.0,30.0,1.0,30.0,1.7,280.25,278.05,86.0,14750.0,0.0,102520.0,2.6,-10.0,0.0,0.0,7.100000000000023,30268.0,1,6
85221,2016-06-12 04:00:00,102620.0,0.0,4.0,10.0,1.6,279.25,277.25,87.0,20000.0,1.0,102520.0,4.5,-10.0,0.0,0.0,6.100000000000023,27289.0,4,6
36048,2016-06-12 07:00:00,102670.0,50.0,3.0,40.0,2.5,278.15,276.85,91.0,20000.0,2.0,102570.0,3.4,-10.0,0.0,0.0,5.0,28411.0,7,6
36052,2016-06-12 10:00:00,102760.0,90.0,2.0,10.0,2.7,281.95,279.05,82.0,19980.0,2.0,102660.0,3.7,-10.0,0.0,0.2,8.800000000000011,34338.0,10,6
125248,2016-06-12 13:00:00,102720.0,-40.0,8.0,180.0,1.4,287.85,280.65,62.0,20000.0,2.0,102620.0,2.5,-10.0,0.0,0.0,14.700000000000044,32338.0,13,6
34593,2016-06-12 16:00:00,102670.0,-50.0,5.0,190.0,1.0,289.05,282.05,63.0,30000.0,2.0,102570.0,2.8,-10.0,0.0,0.0,15.900000000000034,29802.0,16,6
85248,2016-06-12 19:00:00,102820.0,150.0,2.0,40.0,0.7,282.85,281.45,91.0,10000.0,2.0,102720.0,3.2,-10.0,0.0,0.0,9.700000000000044,31728.0,19,6
85253,2016-06-12 22:00:00,102920.0,100.0,3.0,10.0,1.6,279.65,278.45,92.0,8000.0,2.0,102820.0,3.3,-10.0,0.0,0.0,6.5,32372.0,22,6
16867,2016-06-13 02:00:00,101180.0,-60.0,8.0,300.0,3.8,293.55,285.75,61.0,60000.0,0.0,101090.0,6.6,-10.0,0.0,0.0,20.40000000000004,16569.0,2,6
97104,2016-06-13 05:00:00,101090.0,-90.0,6.0,290.0,5.7,292.95,285.95,64.0,60000.0,0.0,101000.0,7.5,-10.0,0.0,-0.1,19.80000000000001,16112.0,5,6
97110,2016-06-13 08:00:00,101030.0,-60.0,8.0,280.0,8.2,293.25,285.75,62.0,40110.0,0.0,100940.0,11.5,-10.0,0.0,0.0,20.100000000000023,21218.0,8,6
22819,2016-06-13 11:00:00,100920.0,-110.0,8.0,290.0,5.0,297.15,286.35,51.0,51470.0,0.0,100830.0,9.7,-10.0,0.0,0.0,24.0,24145.0,11,6
97123,2016-06-13 14:00:00,100760.0,-160.0,7.0,280.0,6.9,299.15,285.25,42.0,42170.0,0.0,100670.0,13.0,-10.0,0.0,0.0,26.0,23538.0,14,6
13035,2016-06-13 17:00:00,100620.0,-140.0,5.0,280.0,11.3,298.15,286.35,48.0,30000.0,0.0,100530.0,15.9,-10.0,0.0,0.0,25.0,21833.0,17,6
16901,2016-06-13 20:00:00,100710.0,90.0,2.0,290.0,8.0,295.45,287.85,62.0,25810.0,0.0,100620.0,16.2,-10.0,-0.1,0.4,22.30000000000001,20703.0,20,6
16905,2016-06-13 23:00:00,100880.0,170.0,3.0,290.0,7.7,294.05,284.95,56.0,60000.0,0.0,100790.0,13.4,-10.0,0.0,0.0,20.90000000000004,21320.0,23,6
13051,2016-06-14 02:00:00,100870.0,-10.0,8.0,280.0,6.9,291.75,285.25,66.0,60000.0,0.0,100780.0,9.5,-10.0,0.0,0.0,18.600000000000023,17129.0,2,6
18317,2016-06-14 05:00:00,100820.0,-50.0,5.0,310.0,4.0,290.85,281.95,56.0,60000.0,0.0,100730.0,13.1,-10.0,0.0,0.0,17.700000000000045,16492.0,5,6
13061,2016-06-14 08:00:00,100860.0,40.0,0.0,270.0,5.1,291.45,283.55,60.0,35980.0,0.0,100770.0,8.5,-10.0,0.0,0.0,18.30000000000001,21435.0,8,6
136133,2016-06-14 11:00:00,100770.0,-90.0,7.0,300.0,8.9,294.85,282.05,44.0,60000.0,0.0,100680.0,13.5,-10.0,0.0,0.0,21.700000000000045,23571.0,11,6
13075,2016-06-14 14:00:00,100630.0,-140.0,8.0,310.0,10.9,297.55,281.05,35.0,18630.0,0.0,100540.0,16.3,-10.0,0.0,0.0,24.40000000000004,23087.0,14,6
13081,2016-06-14 17:00:00,100540.0,-90.0,6.0,300.0,10.6,298.15,281.65,35.0,22080.0,0.0,100450.0,16.1,-10.0,0.0,0.0,25.0,21425.0,17,6
101605,2016-06-14 20:00:00,100530.0,-10.0,6.0,290.0,7.5,296.05,281.75,40.0,32340.0,0.0,100440.0,11.7,-10.0,0.0,0.0,22.90000000000004,20556.0,20,6
101612,2016-06-14 23:00:00,100550.0,20.0,0.0,310.0,4.6,292.55,282.75,53.0,60000.0,0.0,100460.0,7.5,-10.0,0.0,0.0,19.40000000000004,21703.0,23,6
13097,2016-06-15 02:00:00,100560.0,10.0,0.0,300.0,2.1,291.15,283.75,62.0,60000.0,0.0,100470.0,4.8,-10.0,0.0,0.0,18.0,17509.0,2,6
23413,2016-06-15 05:00:00,100530.0,-30.0,8.0,340.0,4.9,289.65,284.55,72.0,60000.0,0.0,100440.0,9.8,-10.0,-0.1,-0.1,16.5,16802.0,5,6
12712,2016-06-15 08:00:00,100510.0,-20.0,6.0,330.0,2.4,291.35,281.65,53.0,60000.0,3.0,100420.0,3.6,-10.0,0.0,0.0,18.200000000000045,21771.0,8,6
23429,2016-06-15 11:00:00,100540.0,30.0,2.0,160.0,2.1,294.15,282.75,48.0,57930.0,0.0,100450.0,3.2,-10.0,0.0,0.0,21.0,24194.0,11,6
23436,2016-06-15 14:00:00,100460.0,-80.0,8.0,180.0,3.7,294.75,282.65,46.0,44260.0,3.0,100370.0,5.5,-10.0,0.0,0.0,21.600000000000023,23690.0,14,6
136858,2016-06-15 17:00:00,100280.0,-180.0,6.0,150.0,3.1,292.95,285.45,62.0,54150.0,3.0,100190.0,6.0,-10.0,0.0,0.0,19.80000000000001,21876.0,17,6
13120,2016-06-15 20:00:00,100200.0,-80.0,6.0,150.0,1.8,291.25,287.95,81.0,19560.0,3.0,100110.0,4.4,-10.0,0.0,0.0,18.100000000000023,21175.0,20,6
23448,2016-06-15 23:00:00,100200.0,0.0,0.0,150.0,4.7,290.85,289.75,93.0,8760.0,21.0,100110.0,7.0,-10.0,0.2,0.2,17.700000000000045,21835.0,23,6
12746,2016-06-16 02:00:00,100170.0,-30.0,5.0,170.0,6.7,291.05,290.55,97.0,1920.0,60.0,100080.0,11.9,-10.0,0.0,1.6,17.900000000000034,17283.0,2,6
23461,2016-06-16 05:00:00,100210.0,40.0,1.0,10.0,1.5,289.25,287.95,92.0,60000.0,,100120.0,2.0,-10.0,0.0,4.5,16.100000000000023,16860.0,5,6
101673,2016-06-16 08:00:00,100300.0,90.0,3.0,360.0,2.0,289.45,287.15,86.0,60000.0,3.0,100210.0,3.1,-10.0,0.0,0.0,16.30000000000001,21542.0,8,6
13149,2016-06-16 11:00:00,100400.0,100.0,1.0,320.0,2.2,292.45,285.25,63.0,60000.0,3.0,100310.0,4.9,-10.0,0.0,0.0,19.30000000000001,24101.0,11,6
101681,2016-06-16 14:00:00,100350.0,-50.0,8.0,170.0,4.5,296.55,284.95,48.0,60000.0,2.0,100260.0,6.1,-10.0,0.0,0.0,23.40000000000004,23592.0,14,6
136904,2016-06-16 17:00:00,100290.0,-60.0,7.0,230.0,6.4,298.45,280.55,32.0,60000.0,2.0,100200.0,10.8,-10.0,0.0,0.0,25.30000000000001,22033.0,17,6
12783,2016-06-16 20:00:00,100490.0,200.0,3.0,300.0,8.6,295.65,281.75,41.0,38550.0,0.0,100400.0,13.2,-10.0,0.0,0.0,22.5,21001.0,20,6
136924,2016-06-16 23:00:00,100880.0,390.0,3.0,280.0,7.3,290.35,281.25,55.0,60000.0,1.0,100790.0,12.8,-10.0,0.0,0.0,17.200000000000045,21705.0,23,6
13193,2016-06-17 02:00:00,101060.0,170.0,2.0,280.0,6.0,288.75,282.45,66.0,60000.0,0.0,100960.0,8.3,-10.0,0.0,0.0,15.600000000000025,17548.0,2,6
136931,2016-06-17 05:00:00,101170.0,110.0,2.0,260.0,4.6,287.15,282.15,72.0,50000.0,2.0,101070.0,6.2,-10.0,0.0,0.0,14.0,17135.0,5,6
101705,2016-06-17 08:00:00,101330.0,160.0,3.0,280.0,4.6,289.25,283.35,68.0,50000.0,1.0,101230.0,6.1,-10.0,0.0,0.0,16.100000000000023,21851.0,8,6
101714,2016-06-17 11:00:00,101400.0,80.0,2.0,280.0,6.2,294.35,281.95,45.0,50000.0,2.0,101310.0,9.4,-10.0,0.0,0.0,21.200000000000045,24039.0,11,6
23516,2016-06-17 14:00:00,101510.0,110.0,1.0,200.0,6.4,294.55,284.85,54.0,30000.0,3.0,101420.0,10.8,-10.0,0.0,0.0,21.40000000000004,23442.0,14,6
101284,2016-06-17 17:00:00,101500.0,-10.0,5.0,180.0,5.7,295.05,285.35,54.0,20000.0,1.0,101410.0,9.3,-10.0,0.0,0.0,21.90000000000004,21497.0,17,6
101287,2016-06-17 20:00:00,101610.0,110.0,3.0,210.0,5.1,292.85,286.05,65.0,33950.0,3.0,101520.0,7.9,-10.0,0.0,0.0,19.700000000000045,20562.0,20,6
12277,2016-06-17 23:00:00,101870.0,250.0,2.0,260.0,4.3,290.65,285.75,73.0,59960.0,60.0,101770.0,6.6,-10.0,0.2,0.2,17.5,21886.0,23,6
112030,2016-06-18 02:00:00,101860.0,-10.0,8.0,320.0,1.6,289.15,286.25,83.0,60000.0,0.0,101760.0,5.6,-10.0,-0.1,1.8,16.0,17431.0,2,6
99627,2016-06-18 05:00:00,101840.0,-20.0,8.0,290.0,3.4,288.55,285.35,81.0,30000.0,,101740.0,5.0,-10.0,0.0,-0.1,15.400000000000034,15659.0,5,6
136794,2016-06-18 08:00:00,101950.0,110.0,2.0,280.0,2.7,288.85,285.55,81.0,60000.0,2.0,101850.0,4.6,-10.0,0.0,0.0,15.700000000000044,18247.0,8,6
12296,2016-06-18 11:00:00,102010.0,60.0,1.0,280.0,6.6,290.45,284.95,70.0,60000.0,2.0,101910.0,8.6,-10.0,0.0,0.0,17.30000000000001,21607.0,11,6
12307,2016-06-18 17:00:00,101910.0,-80.0,7.0,310.0,8.3,296.35,282.35,41.0,43450.0,15.0,101820.0,13.7,-10.0,0.0,15.3,23.200000000000045,19445.0,17,6
31148,2016-06-18 20:00:00,101980.0,70.0,3.0,320.0,5.8,295.05,280.45,39.0,25000.0,1.0,101890.0,10.4,-10.0,0.0,0.0,21.90000000000004,19149.0,20,6
31154,2016-06-18 23:00:00,102190.0,200.0,1.0,280.0,3.2,291.65,282.45,55.0,25000.0,1.0,102090.0,6.8,-10.0,0.0,-0.1,18.5,21252.0,23,6
99665,2016-06-19 02:00:00,102190.0,0.0,0.0,300.0,7.0,290.55,282.15,58.0,60000.0,0.0,102090.0,12.0,-10.0,0.0,0.0,17.400000000000034,17206.0,2,6
99671,2016-06-19 05:00:00,102170.0,-20.0,8.0,300.0,6.5,289.95,282.15,60.0,20000.0,1.0,102070.0,10.9,-10.0,0.0,0.0,16.80000000000001,14722.0,5,6
12340,2016-06-19 08:00:00,102200.0,30.0,3.0,300.0,6.5,291.85,282.35,54.0,30000.0,2.0,102100.0,9.2,-10.0,0.0,0.0,18.700000000000045,16444.0,8,6
12348,2016-06-19 11:00:00,102190.0,0.0,0.0,340.0,9.3,297.25,281.65,37.0,30000.0,2.0,102100.0,14.9,-10.0,0.0,0.0,24.100000000000023,20174.0,11,6
31170,2016-06-19 14:00:00,102110.0,-80.0,7.0,350.0,9.0,298.35,280.45,32.0,40000.0,1.0,102020.0,16.0,-10.0,0.0,0.0,25.200000000000045,18851.0,14,6
101372,2016-06-19 17:00:00,102060.0,-50.0,8.0,320.0,10.3,299.15,280.25,30.0,30000.0,2.0,101970.0,15.9,-10.0,0.0,0.0,26.0,17627.0,17,6
99700,2016-06-19 20:00:00,102060.0,0.0,5.0,340.0,9.0,297.65,279.45,31.0,20000.0,3.0,101970.0,15.1,-10.0,0.0,0.0,24.5,19002.0,20,6
101379,2016-06-19 23:00:00,102270.0,210.0,1.0,310.0,4.6,293.15,280.55,44.0,20000.0,1.0,102180.0,6.9,-10.0,0.0,0.0,20.0,21105.0,23,6
99719,2016-06-20 02:00:00,102180.0,-100.0,8.0,330.0,4.9,291.55,279.75,46.0,60000.0,0.0,102080.0,7.5,-10.0,0.0,0.0,18.40000000000004,17048.0,2,6
12383,2016-06-20 05:00:00,102110.0,-70.0,6.0,300.0,4.6,289.75,280.15,53.0,20000.0,2.0,102010.0,6.7,-10.0,0.0,0.0,16.600000000000023,16656.0,5,6
99734,2016-06-20 08:00:00,102150.0,50.0,3.0,290.0,3.6,292.45,280.85,47.0,30000.0,2.0,102060.0,6.2,-10.0,,0.0,19.30000000000001,21469.0,8,6
31201,2016-06-20 11:00:00,102110.0,-40.0,8.0,350.0,8.7,296.95,280.15,34.0,19640.0,0.0,102020.0,12.7,-10.0,0.0,0.0,23.80000000000001,23951.0,11,6
12393,2016-06-20 14:00:00,102020.0,-90.0,8.0,20.0,1.8,300.75,280.55,28.0,50000.0,2.0,101930.0,8.3,-10.0,0.0,0.0,27.600000000000023,23781.0,14,6
12401,2016-06-20 17:00:00,101980.0,-40.0,7.0,210.0,4.3,298.65,282.85,37.0,41980.0,2.0,101890.0,7.1,-10.0,0.0,0.0,25.5,22026.0,17,6
99753,2016-06-20 20:00:00,101970.0,-10.0,5.0,210.0,2.2,298.45,284.25,41.0,52970.0,3.0,101880.0,5.2,-10.0,0.0,0.0,25.30000000000001,21133.0,20,6
31223,2016-06-20 23:00:00,102150.0,180.0,3.0,0.0,0.0,294.85,288.25,66.0,18230.0,3.0,102060.0,1.7,-10.0,0.0,0.0,21.700000000000045,22340.0,23,6
31230,2016-06-21 02:00:00,102160.0,10.0,0.0,230.0,0.5,293.95,288.25,70.0,50000.0,0.0,102070.0,1.5,-10.0,,0.0,20.80000000000001,17929.0,2,6
12421,2016-06-21 05:00:00,102110.0,-50.0,5.0,30.0,0.9,292.35,286.75,70.0,49450.0,1.0,102020.0,1.5,-10.0,0.0,0.0,19.200000000000045,17199.0,5,6
12427,2016-06-21 08:00:00,102140.0,30.0,2.0,330.0,0.7,293.65,286.65,64.0,19710.0,2.0,102050.0,1.6,-10.0,0.0,0.0,20.5,22087.0,8,6
12435,2016-06-21 11:00:00,102230.0,90.0,0.0,160.0,1.8,297.65,287.15,52.0,50000.0,2.0,102140.0,2.7,-10.0,0.0,0.0,24.5,24975.0,11,6
99778,2016-06-21 14:00:00,102190.0,-40.0,8.0,190.0,3.4,299.45,286.55,45.0,18390.0,1.0,102100.0,5.0,-10.0,0.0,0.0,26.30000000000001,25043.0,14,6
12447,2016-06-21 17:00:00,102070.0,-120.0,6.0,210.0,5.0,299.25,286.05,44.0,50000.0,3.0,101980.0,7.4,-10.0,0.0,0.0,26.100000000000023,23453.0,17,6
99789,2016-06-21 20:00:00,102090.0,20.0,3.0,220.0,5.2,296.35,287.05,56.0,50000.0,2.0,102000.0,7.8,-10.0,0.0,0.0,23.200000000000045,21846.0,20,6
101453,2016-06-21 23:00:00,102160.0,70.0,3.0,220.0,1.8,294.25,288.55,70.0,60000.0,1.0,102070.0,4.0,-10.0,0.0,0.0,21.100000000000023,22742.0,23,6
12471,2016-06-22 02:00:00,102210.0,50.0,2.0,120.0,3.5,292.45,290.75,90.0,14130.0,0.0,102120.0,4.5,-10.0,0.0,0.0,19.30000000000001,18010.0,2,6
